cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
805.179.432-04,Dra. Maria Cecília Ferreira,Terapeuta floral,1,58,Cardoso,13687,Solteiro,3,836,0,40821.36,Pessoal,26316.07,24,1.54,18.53,30,3850.66,False,Eletrônicos,2022-06-25,2024-11-14,2021-09-28,2024-12-13,6,76032.26,44.43,Atrasado,Online,Est consequatur et architecto adipisci aspernatur eligendi voluptatem at tenetur sequi repellendus.,3,0,836.0
302.169.874-31,Vitor Jesus,Florista,0,33,Santos,4258,Divorciado,2,532,0,10083.62,Parcelamento em Loja,15149.89,48,1.68,19.78,0,9170.32,False,Eletrodomésticos,2022-12-30,2024-11-17,2023-06-15,2024-12-10,11,47530.19,21.08,Atrasado,Presencial,Modi maxime harum animi quis voluptatem accusamus labore maiores.,3,0,532.0
745.189.036-84,João Felipe Nunes,Ortopedista,1,41,Aragão do Sul,16898,Solteiro,0,645,1,1742.68,Veículo,22056.82,6,2.96,24.76,40,363.87,False,Móveis,2023-04-13,2024-11-07,2023-09-06,2025-01-03,19,86069.11,39.17,Renegociado,Online,Laboriosam libero nam deserunt aspernatur neque sunt facere ut tempore ut.,2,0,322.5
104.753.628-53,Maria Luiza Alves,Tecnólogo em recursos pesqueiros,1,63,Castro,18309,Solteiro,3,606,1,5695.49,Parcelamento em Loja,15894.06,48,1.23,8.02,20,5783.52,True,Móveis,2022-09-08,2024-11-25,2022-07-01,2024-12-08,13,40411.61,46.69,Renegociado,Telefone,Ipsum voluptatibus illum ea cum repellat asperiores quas ullam.,2,0,303.0
139.524.068-05,Milena Silva,Turismólogo,1,36,da Mota da Mata,14581,Solteiro,3,768,0,33555.51,Pessoal,18083.33,12,2.8,16.79,0,3794.36,False,Eletrônicos,2021-12-08,2024-11-28,2021-08-30,2024-11-18,8,38072.34,15.89,Renegociado,Telefone,Dignissimos dolorum quasi sunt exercitationem inventore.,2,1,768.0
586.920.741-01,João Vitor Dias,Headhunter,1,22,Pereira do Galho,4012,Solteiro,0,562,0,27079.81,Pessoal,26765.64,36,1.49,27.31,10,182.97,True,Ferramentas,2023-12-17,2024-12-03,2024-05-09,2024-11-10,12,29569.67,18.69,Em dia,Telefone,Quas sint minus itaque expedita reprehenderit cumque voluptatem veniam cupiditate consectetur perferendis possimus.,1,1,562.0
716.253.840-17,Thiago da Rocha,Motorista,1,31,Jesus,13534,Solteiro,0,340,1,34211.81,Parcelamento em Loja,8875.66,12,1.6,35.43,30,8979.6,False,Móveis,2023-07-07,2024-11-10,2023-02-02,2024-11-12,4,61238.16,24.1,Atrasado,Online,Magnam soluta facere quibusdam veniam aliquid perferendis inventore.,3,0,170.0
847.369.210-13,Daniela Silveira,Guia turistico,0,54,Ramos do Oeste,15510,Casado,4,570,1,46068.89,Imobiliário,38535.21,36,1.53,14.99,10,4532.07,True,Móveis,2022-07-08,2024-11-28,2022-02-02,2024-12-05,7,4281.57,25.84,Atrasado,Telefone,Officiis eligendi iusto qui sit sapiente asperiores consequuntur deserunt.,3,0,285.0
147.938.560-39,Valentina Vieira,Major,1,63,Ferreira,10663,Divorciado,1,559,1,46589.84,Parcelamento em Loja,8668.97,12,2.9,28.59,10,1632.37,False,Eletrodomésticos,2023-02-19,2024-11-26,2022-04-23,2025-01-02,16,56320.72,35.6,Atrasado,Presencial,Eligendi modi quisquam quasi laudantium velit quasi voluptatem iste temporibus id.,3,0,279.5
752.319.486-91,Rebeca Rezende,Montador de negativos,1,41,Nascimento de Gonçalves,9470,Casado,4,520,0,5158.4,Veículo,30705.57,6,2.35,18.67,20,6152.57,True,Eletrodomésticos,2024-03-07,2024-11-23,2021-06-04,2024-11-11,12,5973.21,11.12,Em dia,Online,Doloribus eos odit quia laudantium adipisci sint nam.,1,1,520.0
940.817.523-97,Sr. Ian da Mota,Lutador de luta livre,0,33,Carvalho de Goiás,16561,Solteiro,1,620,1,31100.73,Parcelamento em Loja,31780.39,6,0.97,8.68,10,625.45,False,Eletrodomésticos,2023-01-10,2024-11-20,2022-07-26,2024-11-16,5,68961.41,20.51,Em dia,Telefone,Placeat reprehenderit tempore explicabo accusamus molestiae reiciendis architecto quos vitae.,1,0,310.0
783.596.402-38,Stella Peixoto,Letrista,1,26,Freitas do Amparo,2075,Divorciado,1,705,0,4620.84,Veículo,25536.3,12,1.38,8.64,0,4093.01,False,Eletrônicos,2022-10-24,2024-11-10,2023-05-11,2024-12-26,3,92851.38,45.32,Atrasado,Telefone,Ducimus quaerat deserunt harum voluptatibus voluptatem.,3,0,705.0
436.512.978-37,Leonardo Porto,Modelo,1,40,Teixeira do Galho,14820,Divorciado,2,515,0,47701.75,Veículo,25282.42,6,0.96,32.21,30,2715.99,False,Móveis,2022-08-27,2024-11-11,2022-08-06,2024-12-30,18,27473.55,26.32,Em dia,Online,Quaerat magnam corporis numquam dolorem sed sunt accusamus similique sint.,1,0,515.0
685.273.914-73,Alice Moura,Alpinista,1,43,Nascimento,6761,Viúvo,4,448,0,34617.26,Pessoal,10649.02,24,2.69,10.03,40,6322.92,False,Móveis,2023-11-30,2024-11-13,2024-09-19,2024-12-02,4,79652.16,27.22,Atrasado,Presencial,Maiores quaerat id labore enim temporibus sapiente.,3,0,448.0
319.204.856-51,Murilo Costela,Produtor de audio visual,0,63,Sales,12762,Viúvo,2,833,1,4482.22,Veículo,30157.02,36,2.53,17.83,20,6285.06,True,Eletrodomésticos,2024-06-04,2024-11-10,2023-04-22,2024-11-15,18,96598.05,36.65,Atrasado,Telefone,Voluptates eius ducimus pariatur facere ea amet minus reprehenderit soluta.,3,0,416.5
748.012.536-44,Vicente Alves,Almoxarife,0,68,Moura da Prata,4289,Casado,1,660,0,29898.59,Parcelamento em Loja,14377.54,48,1.61,25.93,0,3222.1,False,Eletrônicos,2023-12-20,2024-11-22,2022-01-25,2024-12-27,17,13899.09,41.4,Renegociado,Presencial,Labore nulla ipsum quos autem odit.,2,1,660.0
402.785.639-29,Mirella Moraes,Lutador de taekwondo,1,44,Porto,17257,Divorciado,2,441,0,19211.55,Imobiliário,5430.16,6,2.55,24.69,30,729.19,False,Móveis,2023-09-08,2024-11-07,2021-12-28,2024-12-03,8,7820.16,30.39,Em dia,Presencial,Dolores nisi corporis itaque magnam optio soluta quasi rem necessitatibus.,1,0,441.0
710.423.685-62,Sr. Kaique Pereira,Biblioteconomista,1,65,Araújo,14343,Viúvo,0,675,0,43495.54,Pessoal,17093.5,48,1.73,21.66,40,79.05,True,Eletrônicos,2023-09-11,2024-11-06,2021-11-26,2024-11-26,14,52120.43,22.76,Em dia,Presencial,Voluptates minus quod suscipit quisquam nisi esse voluptates laboriosam praesentium saepe.,1,1,675.0
204.638.719-87,Sophia Nunes,Cinegrafista,0,69,Dias dos Dourados,15808,Viúvo,2,483,0,38715.63,Imobiliário,27820.43,36,1.46,27.34,10,432.21,False,Móveis,2022-07-11,2024-11-08,2023-06-20,2024-11-27,7,32130.16,27.1,Em dia,Telefone,Earum ipsum consequuntur fugiat alias at quas.,1,0,483.0
102.947.835-04,Dra. Fernanda Martins,Restaurador,0,24,Rocha Verde,7630,Casado,3,304,0,28133.43,Veículo,1958.1,36,2.59,35.94,10,285.26,True,Ferramentas,2023-12-02,2024-11-18,2024-06-26,2024-12-13,6,56163.59,31.91,Renegociado,Presencial,Molestiae vitae quae cupiditate consequatur dignissimos nam dolorem ipsum maxime dolores recusandae corrupti.,2,0,304.0
863.947.512-19,Alexia Azevedo,Ferroviário,1,55,Lima,19124,Divorciado,0,519,0,10300.28,Imobiliário,9801.84,24,1.11,10.04,10,358.15,True,Eletrodomésticos,2024-09-04,2024-11-10,2024-08-17,2024-12-26,3,82281.51,46.58,Em dia,Online,Voluptates optio libero hic repellendus velit necessitatibus.,1,0,519.0
964.780.532-29,Davi Lucas Melo,Engenheiro ambiental,1,40,da Conceição de Minas,6550,Viúvo,3,558,0,13710.47,Veículo,29488.56,12,2.5,21.3,10,3360.39,True,Eletrônicos,2022-02-05,2024-12-01,2021-05-17,2024-12-21,1,83625.56,30.62,Em dia,Telefone,Maxime maiores aliquid neque unde cumque commodi repellendus.,1,1,558.0
412.869.037-69,Marina Novaes,Profissional de relações internacionais,1,18,da Cunha,6004,Casado,0,746,0,41410.39,Parcelamento em Loja,39502.48,12,0.75,8.1,0,2057.2,False,Móveis,2023-05-07,2024-11-30,2023-11-08,2024-12-08,12,45472.39,15.36,Atrasado,Online,Delectus cupiditate a aperiam minima itaque.,3,0,746.0
678.201.934-50,Cecília Novaes,Papiloscopista,1,54,Rodrigues,14161,Viúvo,2,390,1,28046.35,Imobiliário,42126.27,12,1.62,12.93,30,8137.57,False,Ferramentas,2022-04-18,2024-11-18,2022-08-19,2024-11-07,7,16655.31,17.42,Atrasado,Telefone,Beatae tenetur magni occaecati perferendis nam reiciendis laboriosam harum accusamus.,3,0,195.0
713.254.890-50,Luiz Otávio Nogueira,Intérprete,0,66,Cardoso,4690,Divorciado,3,384,1,43681.13,Pessoal,9023.17,48,1.43,35.38,0,5572.16,True,Eletrônicos,2022-02-16,2024-11-11,2021-12-06,2024-12-31,6,17956.93,46.49,Renegociado,Telefone,Repellendus deleniti fugit at aperiam quam tempore.,2,0,192.0
832.710.495-05,Lucas Cavalcanti,Ceramista,1,27,Nunes,18206,Casado,2,446,1,49144.55,Imobiliário,15264.97,48,2.07,9.31,40,3287.32,False,Eletrodomésticos,2023-03-22,2024-11-09,2023-08-09,2024-11-18,1,9252.88,37.66,Atrasado,Telefone,Unde officiis odit assumenda magni aliquid laboriosam in quibusdam.,3,0,223.0
947.032.518-41,Dr. Pedro Miguel Jesus,Sacoleira,1,69,Silveira de Dias,10471,Solteiro,1,327,0,46273.88,Pessoal,23005.73,36,1.22,14.8,20,9896.81,True,Ferramentas,2023-11-15,2024-11-25,2023-06-03,2024-12-14,13,80729.49,30.44,Renegociado,Telefone,Odit deserunt est sint nihil rerum ratione alias dicta quo accusantium saepe illo.,2,0,327.0
710.352.496-34,Davi Luiz Cavalcanti,Plastimodelista,1,67,Sales,8871,Divorciado,3,455,0,49266.28,Veículo,2346.75,36,0.78,20.4,30,2908.7,False,Eletrônicos,2024-06-06,2024-11-14,2022-12-18,2024-11-23,12,32579.99,40.81,Atrasado,Telefone,A repellendus eius eveniet quia fugit rerum ex.,3,0,455.0
304.781.926-22,Maria Clara da Luz,Profissional de áudio,1,52,Oliveira da Mata,5084,Casado,3,800,0,28411.91,Parcelamento em Loja,46965.89,36,2.92,9.62,40,7379.83,False,Eletrônicos,2023-01-28,2024-11-06,2020-11-07,2024-11-21,5,67173.5,12.3,Em dia,Presencial,Ipsa voluptas pariatur in at accusamus.,1,1,800.0
426.530.718-35,Ryan Rodrigues,Estivador,0,24,da Costa do Norte,4622,Viúvo,1,597,0,35224.23,Imobiliário,9217.61,48,1.55,29.97,30,8081.63,True,Móveis,2022-06-12,2024-12-02,2021-05-02,2024-11-20,13,41751.49,18.26,Em dia,Telefone,Totam error assumenda at sapiente voluptatibus dolore eligendi repellat molestiae aut.,1,1,597.0
591.672.348-28,Diego da Paz,Assessor parlamentar,0,53,Oliveira do Sul,1630,Casado,1,525,0,47234.01,Imobiliário,41418.86,36,3.0,19.04,20,9913.89,False,Ferramentas,2022-11-05,2024-11-07,2022-07-27,2024-11-25,10,52393.6,14.3,Renegociado,Presencial,Repellendus totam eaque nulla aliquam nostrum facilis natus deserunt in dicta mollitia fugiat.,2,0,525.0
460.372.915-43,João Pedro Gomes,Judoca,1,21,da Rocha da Prata,2085,Divorciado,0,596,0,14800.92,Pessoal,7012.71,48,2.71,29.17,30,4365.61,False,Móveis,2024-01-19,2024-11-05,2023-05-11,2025-01-02,18,54238.87,27.91,Renegociado,Presencial,Natus illo harum itaque accusamus doloremque inventore nam tempore natus iusto voluptatum optio.,2,0,596.0
680.543.972-83,Enzo Gonçalves,Cenógrafo,1,49,Viana de Sales,16934,Casado,4,769,0,20488.38,Pessoal,31051.2,48,1.19,16.72,0,842.7,True,Eletrônicos,2023-12-12,2024-11-10,2021-08-28,2025-01-02,1,15006.14,19.03,Atrasado,Telefone,Quos asperiores adipisci rem inventore facilis sapiente necessitatibus tempore ad nisi consectetur.,3,0,769.0
857.930.164-57,Marcela Campos,Lanterneiro,1,47,Duarte Alegre,6288,Viúvo,0,440,1,43952.32,Veículo,18152.27,12,0.74,26.98,0,3202.33,False,Móveis,2022-10-07,2024-11-21,2024-01-09,2024-12-24,1,89176.3,17.73,Renegociado,Online,Consequatur sunt quisquam facere sed occaecati neque.,2,0,220.0
478.069.125-76,Ana Carolina Moura,Técnico tributarista,0,22,Rocha de Silva,19714,Solteiro,2,355,0,28606.72,Imobiliário,11936.49,12,2.89,6.68,20,672.82,True,Eletrodomésticos,2023-08-13,2024-11-18,2021-12-02,2024-11-19,18,60814.93,20.03,Em dia,Online,Fugit esse aspernatur sequi quis voluptatem nemo vel.,1,0,355.0
480.937.165-48,Alana da Cunha,Administrador de redes,1,66,Cavalcanti,18289,Viúvo,4,656,1,42371.07,Pessoal,6429.66,36,1.25,26.51,20,1046.75,False,Eletrônicos,2023-12-06,2024-11-18,2023-10-14,2024-11-12,16,30708.69,40.51,Renegociado,Telefone,Quos facere magni voluptas blanditiis laborum.,2,0,328.0
127.584.693-91,Dr. João Vitor da Cruz,Moldador,1,59,Cardoso das Flores,1688,Solteiro,4,732,1,4042.43,Pessoal,2588.26,36,1.66,17.76,30,7188.2,False,Eletrônicos,2021-11-25,2024-11-25,2021-05-23,2024-11-28,6,94647.32,28.37,Renegociado,Presencial,Provident perferendis consequuntur error nobis quos atque perferendis rerum.,2,0,366.0
739.418.520-60,Cauê Teixeira,Patinador,0,45,Alves,14719,Casado,4,564,0,32465.09,Veículo,39879.91,6,1.31,22.24,20,8985.37,False,Móveis,2023-02-26,2024-11-16,2023-04-19,2024-12-18,1,62425.04,44.13,Renegociado,Online,Corporis at quae illo consequuntur eaque cum nobis labore maiores asperiores amet provident.,2,1,564.0
146.287.095-30,Luana Campos,Modelista,1,40,Silveira,10420,Viúvo,2,546,1,28834.18,Veículo,42045.11,6,1.68,19.78,0,6754.33,False,Eletrônicos,2024-07-13,2024-11-16,2021-08-18,2024-12-01,10,9278.45,18.27,Renegociado,Telefone,Quam facilis totam autem mollitia perspiciatis fuga rerum aliquid.,2,0,273.0
972.346.815-82,Cecília Costela,Assistente administrativo,1,23,da Cunha,17519,Viúvo,3,488,0,3156.67,Veículo,33327.41,48,0.76,20.35,40,2389.84,True,Móveis,2022-07-09,2024-11-15,2024-04-23,2024-12-07,3,46890.51,26.03,Em dia,Online,Quod consectetur sapiente consequuntur sapiente facilis rerum quae accusantium quasi aperiam.,1,0,488.0
753.814.906-66,Henrique Pinto,Baterista,1,20,Pires,5887,Casado,3,751,0,2733.2,Pessoal,39429.74,48,2.82,6.41,20,6436.74,True,Eletrodomésticos,2023-04-14,2024-12-04,2023-07-28,2024-12-07,4,61186.75,34.89,Renegociado,Presencial,Dolor provident exercitationem eius amet cupiditate repudiandae eius sint voluptatibus magnam.,2,1,751.0
057.836.149-39,Dra. Lorena da Cruz,Assistente de câmera,1,29,Azevedo,14333,Viúvo,0,354,0,24972.43,Imobiliário,14642.86,24,2.02,17.27,30,2481.02,False,Eletrônicos,2024-07-11,2024-12-02,2023-04-25,2024-12-15,7,89828.82,42.76,Em dia,Telefone,Nostrum suscipit suscipit eius animi laborum officiis totam maxime cum ea iste at.,1,0,354.0
285.603.791-77,Maria Julia Lima,Engenheiro mecânico,1,69,Sales da Serra,18077,Solteiro,4,568,1,18921.77,Parcelamento em Loja,41789.69,6,0.76,16.82,0,6461.33,True,Móveis,2023-03-02,2024-11-17,2021-05-10,2024-11-12,2,26154.68,16.09,Em dia,Telefone,Asperiores velit molestiae ut quo ab aperiam ratione velit odit quidem.,1,0,284.0
026.751.948-67,Catarina Santos,Tapeceiro,1,66,Cunha de Vieira,9547,Viúvo,2,545,0,13616.54,Veículo,45022.37,24,2.42,29.73,0,5202.72,True,Eletrodomésticos,2024-10-02,2024-12-01,2023-09-13,2024-11-13,10,81256.93,43.35,Atrasado,Telefone,At nemo voluptate nostrum sapiente suscipit.,3,0,545.0
561.824.379-28,Dra. Laís Freitas,Cambista,1,34,Nunes do Sul,2547,Viúvo,0,406,1,19379.42,Veículo,22200.7,48,1.42,25.87,20,1332.52,False,Eletrodomésticos,2024-06-22,2024-11-22,2021-11-26,2024-11-29,14,66062.96,48.52,Em dia,Online,Voluptatem omnis et incidunt quibusdam aliquam facilis.,1,0,203.0
801.752.649-02,Alexandre da Conceição,Gerente de banco,0,70,Costa das Pedras,12084,Divorciado,0,356,0,39251.43,Imobiliário,14428.36,48,1.72,26.13,30,5209.51,False,Móveis,2023-09-02,2024-11-16,2021-05-29,2024-11-08,9,77663.41,37.9,Atrasado,Presencial,Amet necessitatibus dicta adipisci architecto inventore et accusamus vero ducimus praesentium.,3,0,356.0
618.372.095-02,Ana Clara Nunes,Publicitário,0,27,Fogaça do Galho,18638,Divorciado,4,342,0,35922.85,Veículo,33406.34,48,2.62,17.63,10,195.58,False,Móveis,2024-06-12,2024-11-12,2023-11-14,2024-12-03,9,96436.4,49.52,Renegociado,Telefone,Soluta nemo est quae praesentium dolorem officia.,2,0,342.0
045.231.867-07,Elisa Souza,Boxeador,1,68,Moura Verde,11103,Solteiro,2,499,1,15583.96,Imobiliário,14592.06,12,1.71,13.74,30,7488.52,False,Eletrodomésticos,2022-05-13,2024-11-06,2021-01-06,2024-11-17,15,50912.56,17.72,Atrasado,Telefone,Maxime impedit nam distinctio similique exercitationem nisi eius iusto blanditiis saepe at numquam.,3,0,249.5
928.104.375-05,Dr. Lorenzo Rezende,Estatístico,1,31,da Conceição,13165,Divorciado,2,539,0,35826.63,Parcelamento em Loja,1886.89,48,0.51,19.7,40,6361.62,True,Ferramentas,2024-05-23,2024-12-01,2021-10-29,2024-12-25,8,2547.79,43.54,Renegociado,Presencial,Unde voluptate dicta est modi distinctio quo quo alias ex corrupti quo.,2,1,539.0
723.958.610-30,Amanda Carvalho,Profissional de áudio,0,50,Silveira do Oeste,13935,Divorciado,3,481,1,34627.37,Parcelamento em Loja,34233.32,6,1.98,16.77,10,2838.07,False,Eletrodomésticos,2022-05-25,2024-12-03,2021-11-28,2024-12-27,10,71663.19,18.38,Atrasado,Telefone,Illo placeat architecto tempora distinctio sunt ratione facere ducimus quisquam reprehenderit excepturi ullam.,3,0,240.5
742.039.851-88,Pedro Ramos,Numerólogo,1,60,Silveira Paulista,2757,Viúvo,1,631,0,22407.65,Veículo,37866.04,24,2.85,31.22,30,7237.33,False,Móveis,2024-02-05,2024-11-20,2024-01-06,2024-12-14,10,63424.67,42.46,Em dia,Online,Minus illo earum molestias aliquam inventore deserunt molestias voluptatibus voluptatum tempora.,1,1,631.0
479.135.086-39,Dr. João Vitor da Luz,Tenente,0,25,Rezende de da Rocha,14554,Solteiro,1,823,0,24289.67,Imobiliário,16421.13,48,2.09,34.42,40,1777.56,True,Ferramentas,2023-01-16,2024-11-15,2021-01-16,2024-11-09,5,36399.11,23.04,Em dia,Telefone,Magnam molestias voluptas et dolorem ullam reiciendis occaecati sed illo consequuntur aliquid.,1,1,823.0
954.820.317-05,Elisa da Luz,Geólogo,1,26,Cunha da Serra,1818,Viúvo,1,529,0,3335.9,Parcelamento em Loja,34666.23,36,2.09,32.06,20,5962.5,False,Ferramentas,2023-04-18,2024-11-13,2023-12-15,2024-12-10,5,51140.04,29.29,Em dia,Presencial,Amet repellendus unde provident hic ipsum excepturi aspernatur vero cum.,1,0,529.0
907.621.583-95,Sabrina Pinto,Astronauta,1,54,Alves de Lopes,9202,Casado,4,576,1,42702.92,Parcelamento em Loja,32253.48,24,1.8,16.55,20,9536.56,False,Ferramentas,2023-06-07,2024-11-23,2021-02-25,2024-11-07,2,45974.7,32.52,Renegociado,Telefone,Delectus repudiandae nisi molestiae ex quisquam autem laudantium praesentium quas pariatur nobis suscipit.,2,0,288.0
942.506.718-01,Joana da Mata,Cartógrafo,1,53,da Luz Grande,12562,Solteiro,0,816,0,31599.83,Imobiliário,28929.3,6,1.22,8.25,20,8780.1,True,Móveis,2024-10-09,2024-11-14,2023-10-03,2024-12-07,20,73339.87,31.43,Renegociado,Online,Veritatis voluptatum iure magni harum nobis placeat.,2,1,816.0
952.078.364-47,Dra. Ana Luiza Novaes,Projetista mecânico,0,18,Campos de Almeida,18743,Viúvo,2,781,1,47410.67,Veículo,8154.69,12,2.5,29.54,10,6511.16,True,Eletrônicos,2022-05-23,2024-12-01,2022-07-11,2024-11-28,10,40364.1,33.09,Atrasado,Telefone,Eveniet eos velit placeat amet praesentium cumque.,3,0,390.5
285.469.137-73,Srta. Eduarda da Cruz,Tecnólogo em esporte e lazer,1,22,da Mota do Oeste,11101,Divorciado,1,424,1,12252.16,Parcelamento em Loja,35326.85,48,1.45,27.54,20,3433.76,True,Ferramentas,2023-06-02,2024-12-04,2021-05-30,2024-12-22,15,27030.04,49.22,Em dia,Online,Illo numquam ullam et ullam eaque.,1,0,212.0
451.307.926-61,Pedro Lucas Teixeira,Paparazzo,1,50,Teixeira,15291,Divorciado,2,654,1,11261.72,Imobiliário,4054.7,12,2.52,32.84,40,5825.0,False,Eletrodomésticos,2024-04-01,2024-11-05,2021-10-09,2024-12-13,8,79152.27,17.48,Renegociado,Telefone,Placeat voluptatum tempora pariatur delectus temporibus quos.,2,0,327.0
851.630.294-60,Raul Campos,Vendedor,1,27,Melo de Castro,4094,Solteiro,0,639,0,1571.73,Veículo,16112.26,12,2.82,26.06,10,271.99,False,Móveis,2023-11-10,2024-11-12,2022-01-08,2024-12-16,6,26621.11,20.59,Em dia,Online,Facere vitae ab similique quis praesentium amet eum excepturi sint ut temporibus expedita.,1,0,639.0
754.932.068-38,Dra. Rebeca da Rosa,Assessor parlamentar,1,50,Rezende,8991,Solteiro,1,662,1,20907.02,Pessoal,10173.97,6,2.06,15.63,20,8876.89,False,Eletrônicos,2022-02-11,2024-11-09,2021-04-28,2024-12-17,11,94619.29,22.66,Renegociado,Online,Ea odio nulla adipisci eligendi veritatis laudantium quisquam provident sapiente iure mollitia ut.,2,0,331.0
705.418.329-05,Júlia Vieira,Torreiro/Torrista,0,23,Campos,13060,Viúvo,1,478,1,38181.92,Pessoal,41338.8,36,1.05,9.87,20,224.01,True,Ferramentas,2021-12-02,2024-12-02,2023-04-16,2024-11-09,15,64399.97,30.16,Renegociado,Online,Perferendis officia totam pariatur repudiandae aliquid voluptatem enim perspiciatis dolor esse quam dicta.,2,0,239.0
612.097.354-07,João Lucas Cardoso,Designer gráfico,1,48,das Neves da Praia,11246,Divorciado,0,596,0,47860.99,Pessoal,49904.82,24,2.79,30.52,10,8590.55,True,Eletrônicos,2023-09-30,2024-12-04,2020-11-09,2024-12-25,20,57051.23,10.44,Atrasado,Online,Blanditiis eius commodi adipisci dolor aliquid nostrum voluptas eligendi asperiores error nostrum atque.,3,0,596.0
382.967.540-29,Luiz Fernando Martins,Passador,0,70,da Mota,8446,Divorciado,2,389,0,43804.82,Pessoal,32580.82,36,2.97,6.26,40,4999.24,False,Eletrodomésticos,2023-06-02,2024-11-18,2023-08-14,2024-11-14,20,20634.01,36.33,Renegociado,Presencial,Voluptatibus excepturi nostrum tempora vero facere quis doloribus.,2,0,389.0
617.432.098-78,Lavínia da Cunha,Clap loader,0,27,Gomes das Pedras,13787,Solteiro,3,825,1,24611.76,Parcelamento em Loja,42418.84,12,2.42,17.94,40,3372.69,True,Móveis,2023-08-14,2024-11-28,2021-09-27,2024-11-16,16,95172.86,13.98,Em dia,Presencial,Placeat excepturi aliquid harum alias illum laborum velit accusamus accusantium.,1,0,412.5
378.120.596-77,Emanuel Santos,Produtor editorial,1,41,Moura das Flores,2864,Divorciado,2,426,0,42821.1,Veículo,38133.37,48,1.12,23.64,40,3402.06,True,Móveis,2022-11-22,2024-11-11,2023-11-24,2024-11-17,3,20469.25,49.63,Atrasado,Telefone,Incidunt totam repudiandae animi molestias quaerat labore aliquid possimus dolores laboriosam eaque perspiciatis.,3,0,426.0
064.193.527-70,Lucas Gabriel Araújo,Operador de bombas,1,47,Viana do Oeste,2141,Solteiro,1,604,0,43777.42,Veículo,5549.63,48,2.69,25.46,40,8386.84,False,Eletrodomésticos,2022-09-26,2024-11-09,2021-04-26,2024-12-16,7,64806.69,20.49,Renegociado,Telefone,Optio necessitatibus enim neque vitae fugiat dolore a.,2,0,604.0
